Wine,Price,Body,Tannins,Fruit,Acid
Gravner Rosso Rujno 2001,241.05,N/A,N/A,N/A,N/A
Feudi Salentini 125 Negroamaro del Salento 2015,14.95,full body,low tannins,berry,N/A
Luc Belaire Rare Sparkling Rosé,39.95,N/A,N/A,berry,high acidity
Pierpaolo Pecorari Chardonnay Friuli 2016,25.7,N/A,N/A,N/A,N/A
Gundlach-Bundschu Vintage Reserve Red 2013,183.0,N/A,N/A,berry,N/A
Pine Ridge Cabernet Sauvignon 2015,79.95,N/A,N/A,fruity,N/A
Organized Crime Sauvignon Blanc 2016,14.25,N/A,N/A,stone fruit,N/A
Zaccagnini Tralcetto Montepulciano d'Abruzzo 2016,19.95,N/A,N/A,N/A,N/A
Penny's Hill Cracking Black Shiraz 2015,22.95,N/A,N/A,fruity,N/A
Liparita V-Block Yountville Cabernet Sauvignon 2013,98.65,N/A,N/A,citrus,N/A
Cobos Volturno 2011,235.0,N/A,low tannins,N/A,N/A
Cos Pithos Red Magnum 2015,90.8,N/A,N/A,N/A,N/A
Château Nenin 2009,148.0,N/A,high tannins,berry,high acidity
Vérité Le Désir 2012,500.0,N/A,N/A,berry,N/A
Three Sticks Durell Vineyard Chardonnay 2016,70.0,N/A,N/A,N/A,N/A
E. Guigal Château d'Ampuis Côte-Rôtie 2013,157.0,N/A,N/A,fruity,high acidity
1914 Honour White VQA,6.15,N/A,N/A,tropical fruit,N/A
Oscar. 697 Vermouth Rosso,29.8,N/A,N/A,citrus,high acidity
John Duval Eligo Shiraz 2014,125.0,N/A,N/A,berry,N/A
Henschke Hill of Grace Shiraz 2012,1040.0,N/A,medium tannins,fruity,high acidity
Roche de Bellene Les Charmes Meursault 1er Cru 1999,205.0,N/A,N/A,N/A,N/A
Clemens Busch Marienburg Rothenpfad Riesling GG 2014,65.9,full body,N/A,fruity,high acidity
Contraband Sparkling Riesling,15.75,N/A,N/A,N/A,high acidity
Trivento Golden Reserve Cabernet Sauvignon 2012,19.95,full body,N/A,berry,N/A
El Enemigo Malbec 2014,25.95,light body,N/A,fruity,high acidity
Rolling Grenache Shiraz Mourvèdre,9.95,N/A,N/A,berry,N/A
Nugan Estate Third Generation Chardonnay,7.95,N/A,N/A,citrus,high acidity
Kellermeister Barossa Vineyards Chardonnay,9.45,N/A,N/A,stone fruit,high acidity
Torresella Prosecco,16.95,N/A,low tannins,citrus,high acidity
Magalhaes Ruby Special Reserve Port,16.25,light body,low tannins,N/A,high acidity
CantinArte Colori Pecorino DOC 2016,32.9,N/A,N/A,citrus,high acidity
CantinArte Ode Montepulciano D'Abruzzo DOC 2014,32.75,N/A,N/A,N/A,high acidity
Inglenook Rubicon 2014,319.0,full body,N/A,berry,N/A
Alario Claudio Barolo DOC 2013,64.45,N/A,N/A,fruity,low acidity
Domaine de la Janasse Chaupin Châteauneuf-du-Pape 2012,105.0,full body,N/A,N/A,N/A
Domaine de la Charbonnière Cuvée Mourre des Perdrix Châteauneuf-du-Pape 2015,76.0,N/A,medium tannins,berry,N/A
Sugarbush Chardonnay VQA,19.65,N/A,low tannins,tropical fruit,high acidity
Sugarbush Gamay VQA,18.6,N/A,low tannins,fruity,high acidity
Basta! Brut Rose Sparkling Wine,19.25,N/A,N/A,N/A,N/A
Dine With Me Tonight Red 2014,16.55,N/A,N/A,N/A,N/A
Bastardo! Black Edition Red 2014,19.6,N/A,N/A,N/A,N/A
Bouchard Père & Fils Montrachet Grand Cru 2015,942.0,full body,N/A,stone fruit,N/A
La Rasina Brunello di Montalcino 2012,75.0,N/A,medium tannins,citrus,N/A
Giuseppe Quintarelli Amarone della Valpolicella Classico 2009,465.0,N/A,N/A,N/A,N/A
Hogue Chardonnay 2016,14.95,N/A,N/A,N/A,high acidity
Primarius Pinot Noir 2015,29.95,N/A,N/A,berry,N/A
Sugarbush Cabernet Franc VQA,19.65,N/A,low tannins,fruity,N/A
Tenuta di Arceno Arcanum 2009,129.0,N/A,N/A,berry,high acidity
Marie-Pierre Manciat Brut Crémant de Bourgogne,24.95,light body,N/A,citrus,low acidity
La Jara Brut Prosecco,17.95,N/A,medium tannins,stone fruit,high acidity
Greywacke Pinot Noir 2015,53.0,full body,N/A,fruity,N/A
Matahiwi Estate Sauvignon Blanc 2016,17.0,N/A,N/A,stone fruit,N/A
Duemerte 2014,25.85,N/A,N/A,fruity,low acidity
Zuccardi Tito 2013,35.0,N/A,N/A,fruity,high acidity
Torbreck The Laird 2010,900.0,full body,medium tannins,N/A,high acidity
Leonetti Walla Walla Cabernet Sauvignon 2013,194.0,light body,medium tannins,fruity,N/A
Galan Private Reserve Carmenere 2012,11.05,full body,N/A,fruity,low acidity
Nipozzano Vecchie Viti Riserva Rúfina Chianti 2015,72.0,N/A,N/A,N/A,N/A
Principe Del Sole Chianti 2015,18.4,N/A,N/A,fruity,N/A
Principe Del Sole Sangiovese 2013,17.8,light body,low tannins,berry,high acidity
Maquis Lien 2012,34.0,N/A,low tannins,N/A,N/A
Rasa Vineyards Primus Inter Pares Grenache 2012,80.0,full body,N/A,berry,N/A
Kanonkop Cabernet Sauvignon 2013,55.0,full body,N/A,fruity,N/A
DeMorgenzon DMZ Syrah 2014,14.25,N/A,N/A,N/A,N/A
Vermouth Rosso Da Travaj,23.85,N/A,N/A,N/A,low acidity
Gradis'Ciutta Pinot Grigio 2016,20.95,medium body,low tannins,stone fruit,high acidity
Château Marjosse 2015,22.25,N/A,N/A,fruity,N/A
Mauro Chardonnay IGT,9.6,N/A,N/A,stone fruit,high acidity
Negre De Negres 2015,46.9,N/A,N/A,N/A,N/A
Gotes Blanques 2016,34.15,N/A,N/A,N/A,N/A
Gotes Del Montsant 2015,33.45,N/A,N/A,N/A,N/A
Louis Jadot Les Narvaux Meursault 2015,90.0,N/A,N/A,N/A,N/A
Sator Vermentino 2016,18.95,N/A,N/A,N/A,N/A
Vermouth Del Professore Classico,37.95,N/A,N/A,citrus,N/A
Vermouth Del Professore Rosso,40.85,full body,N/A,N/A,N/A
Michael David Freakshow Cabernet Sauvignon 2015,29.95,full body,low tannins,berry,N/A
Rodney Strong Brothers Ridge Cabernet Sauvignon 2013,100.0,full body,N/A,berry,N/A
Rocca Family Vineyards Grigsby Vineyard Cabernet Sauvignon 2009,126.0,full body,N/A,N/A,low acidity
Salvatore Molettieri Vigna Cinque Querce Riserva 2008,76.0,full body,low tannins,berry,N/A
Michel Gassier Lou Coucardié Blanc 2014,36.0,full body,N/A,citrus,high acidity
Summerfield R2 Shiraz 2011,90.0,medium body,N/A,fruity,N/A
Shingleback D Block Reserve Shiraz 2013,54.0,N/A,N/A,N/A,N/A
Betz Pere de Famille Cabernet Sauvignon 2014,103.0,full body,N/A,fruity,N/A
Diabolica White VQA,10.95,N/A,N/A,tropical fruit,high acidity
Henschke Keyneton Euphonium 2013,79.0,full body,medium tannins,N/A,N/A
The Hilt The Vanguard Pinot Noir 2014,86.0,light body,N/A,berry,N/A
Avennia Sestina 2015,102.0,full body,N/A,fruity,N/A
Lolea No 1 Red Sangria Spain,13.7,N/A,N/A,stone fruit,N/A
Jean-Claude Boisset Les Ursulines Bourgogne Pinot Noir 2016,24.95,N/A,N/A,berry,N/A
Organized Crime Chardonnay 2016,18.95,N/A,N/A,citrus,N/A
Zonte's Footstep Scarlet Ladybird Rosé 2017,15.95,light body,low tannins,citrus,N/A
Baron Herzog Pinot Grigio KPM,13.75,N/A,N/A,N/A,N/A
Faunus 2014,25.3,N/A,N/A,N/A,N/A
Nuvol Blanc 2015,23.7,N/A,N/A,N/A,N/A
Trossos Sants 2015,37.3,N/A,N/A,N/A,N/A
Chateau Ste. Michelle Indian Wells Merlot 2015,26.95,N/A,low tannins,berry,N/A
Foradori Morei,54.65,N/A,N/A,N/A,N/A
Foradori Sgarzon 2015,54.65,N/A,N/A,N/A,N/A
Macán 2013,100.0,light body,medium tannins,fruity,high acidity
Cos Pithos White Magnum 2015,93.5,N/A,N/A,N/A,N/A
Pillitteri Gewurztraminer Reserve Icewine,34.95,N/A,N/A,N/A,N/A
Moss Wood Chardonnay 2014,69.0,N/A,low tannins,stone fruit,high acidity
Sandhi Sanford & Benedict Chardonnay 2012,93.0,full body,N/A,fruity,high acidity
Le Vigne Di Eli Etna Bianco DOC 2016,31.2,N/A,N/A,N/A,N/A
Gérard Bertrand Gris Blanc Rosé 2017,16.95,N/A,N/A,N/A,N/A
Hall Sauvignon Blanc 2017,45.0,N/A,N/A,N/A,N/A
Hecht & Bannier Côtes de Provence Rosé 2017,16.25,N/A,N/A,berry,high acidity
Yalumba The Signature Cabernet Sauvignon/Shiraz 2013,75.0,full body,high tannins,N/A,high acidity
Fattoria Sardi Rose IGT Toscana 2016,23.8,N/A,N/A,citrus,high acidity
Fattoria Sardi Vallebuia DOC Colline Lucchesi 2016,23.8,N/A,N/A,N/A,high acidity
Montirius Garrigues 2014,18.5,N/A,N/A,fruity,N/A
Bonnet Huteau Muscadet Les Dabinièr 2016,21.0,N/A,N/A,citrus,high acidity
Francois Le Saint Sancerre Silex 2015,36.8,N/A,low tannins,citrus,high acidity
Francois Le Saint Sancerre Calcaire 2015,34.7,full body,N/A,citrus,high acidity
Francois Le Saint Pouilly Fume 2016,33.85,N/A,N/A,citrus,N/A
Francois Le Saint Sancerre Calcaire 2013,37.15,medium body,N/A,fruity,high acidity
Mariotti Bindi Cantina Torra Rouge 2016,32.15,N/A,N/A,N/A,high acidity
Nicolas Mariotti Bindi Porcellese Vieilles Vignes 2013,46.55,full body,N/A,fruity,N/A
Mariotti Bindi Mursaglia Rouge 2013,43.65,N/A,N/A,citrus,high acidity
Les Pagodes de Cos 2010,130.0,full body,low tannins,N/A,N/A
Stratus Cabernet Franc,38.2,N/A,N/A,N/A,N/A
Nico Lazardi King of Hearts 2016,11.65,N/A,low tannins,N/A,low acidity
Xavier Ventoux 2016,15.95,N/A,N/A,N/A,N/A
Montirius Les Violettes 2016,19.15,N/A,N/A,fruity,N/A
Montirius Terre Des Aines 2014,40.95,N/A,N/A,N/A,N/A
Montirius La Muse Papilles 2016,22.8,N/A,N/A,N/A,N/A
Rocche Costamagna Rocche dell'Annunziata Barolo 2013,44.75,N/A,high tannins,citrus,low acidity
Rivetto Barolo DOCG Leon Riserva 2012,135.75,N/A,high tannins,fruity,N/A
Château des Charmes Riesling Icewine 2014,50.25,N/A,N/A,citrus,N/A
Rustenberg Buzzard Kloof Syrah 2015,24.95,full body,N/A,fruity,N/A
Foxen Tinaquaic Vineyard Estate Chardonnay 2014,39.75,N/A,high tannins,citrus,high acidity
Culmina Hypothesis 2013,47.95,N/A,N/A,fruity,N/A
Prunier Auxey-Duresses 1er cru 2014,56.1,full body,low tannins,berry,N/A
Marchand-Tawse Abbaye de Morgeot Chassagne-Montrachet 1er Cru 2015,136.0,medium body,low tannins,stone fruit,low acidity
Squealing Pig Sauvignon Blanc 2017,21.95,N/A,N/A,citrus,high acidity
Arco Do Esporao Red 2014,14.75,N/A,N/A,N/A,N/A
Domaine Jessiaume Santenay 1er Cru La Comme 2013,59.0,N/A,N/A,citrus,N/A
Kim Crawford Small Parcels Favourite Homestead Pinot Gris 2016,24.95,N/A,N/A,stone fruit,N/A
Creekside Queenston Road Vineyard Pinot Noir 2015,20.75,N/A,N/A,berry,N/A
Alta Alella Mirgin Rose Reserva 2015,23.05,light body,N/A,fruity,low acidity
Alta Alella Mirgin Laieta 2013,37.6,N/A,N/A,fruity,N/A
Alta Alella Tallarol 2016,27.95,N/A,N/A,fruity,N/A
Belle Glos Las Alturas Pinot Noir 2016,129.95,N/A,N/A,berry,N/A
Henri de Villamont Prestige Bourgogne Chardonnay 2015,20.75,N/A,N/A,tropical fruit,N/A
Château Bel Air 2011,27.95,full body,N/A,fruity,N/A
Ara Pathway Sauvignon Blanc,10.95,N/A,N/A,citrus,high acidity
Tawse Robyn's Block Chardonnay 2013,45.95,full body,low tannins,fruity,N/A
Josef Chromy Chardonnay 2016,35.0,light body,N/A,N/A,N/A
Vasse Felix Filius Chardonnay 2017,24.95,light body,N/A,citrus,low acidity
Bachelder Johnson Vineyard Chardonnay 2013,45.0,N/A,N/A,citrus,N/A
Château La Roche Bazin 2014,18.95,full body,N/A,fruity,N/A
Blueberry Hill Blueberry Wine,15.45,N/A,N/A,berry,N/A
Deltetto Langhe Pinot Nero DOC 2015,29.05,N/A,N/A,berry,high acidity
Texier Chateauneuf Du Pape VV 2014,74.55,N/A,N/A,N/A,N/A
Texier Brezeme Roussane 2015,36.35,N/A,N/A,N/A,N/A
Barmes Riesling Rosenberg 2015,33.95,N/A,low tannins,citrus,high acidity
Barmes Pinot Gris Rosenberg 2014,35.8,full body,low tannins,fruity,N/A
Barmes Gewurztraminer Grand Cru Steingrubler 2013,46.8,full body,low tannins,stone fruit,high acidity
Livio Felluga Sharis IGT Bianco 2016,28.2,N/A,N/A,stone fruit,high acidity
Livio Felluga Sosso DOC 2014,84.4,N/A,N/A,fruity,high acidity
Alta Alella PB Pansa Blanca 2016,11.75,N/A,N/A,citrus,N/A
William Knuttel Chardonnay Bacigalupi Vineyard 2013,62.65,full body,N/A,tropical fruit,high acidity
Bill Knuttel Russian River Pinot Noir 2014,56.15,N/A,N/A,berry,high acidity
Willow Bridge Dragonfly Sauvignon Blanc/Semillon 2015,15.95,full body,N/A,citrus,N/A
Assobio DOC White 2016,18.3,N/A,N/A,N/A,N/A
300 White 2016,16.05,N/A,N/A,tropical fruit,high acidity
Bulgariana Cabernet Sauvignon 2012,13.95,N/A,low tannins,berry,high acidity
Punset Campo Quadro Barbaresco 2009,62.0,N/A,N/A,berry,N/A
Wines of Substance Cabernet Sauvignon 2016,23.95,full body,N/A,fruity,N/A
Sergio Zingarelli Gran Selezione Chianti Classico 2013,100.0,N/A,N/A,N/A,N/A
Curtis Heritage Chardonnay 2016,12.4,light body,N/A,tropical fruit,N/A
Elouan Pinot Noir 2015,29.95,N/A,medium tannins,berry,N/A
Foris Vineyards Dry Gewürztraminer 2016,16.25,N/A,low tannins,fruity,N/A
Charles Mignon Premium Réserve Brut Champagne,37.25,full body,N/A,citrus,high acidity
Chateau Ste. Michelle Indian Wells Red Blend 2013,22.25,N/A,low tannins,citrus,N/A
Basilica Cafaggio Single Estate Chianti Classico 2015,17.95,N/A,low tannins,berry,N/A
2027 Cellars Queenston Road Vineyard Pinot Noir 2013,26.25,medium body,medium tannins,berry,N/A
Estancia Pinot Noir 2016,17.25,N/A,N/A,berry,high acidity
St. Francis Merlot 2005,29.95,full body,N/A,fruity,N/A
Bodegas y Viñedos Valderiz Valdehermoso Crianza 2011,19.25,N/A,N/A,fruity,N/A
La Stoppa Macchiona IGT 2005,72.6,medium body,N/A,fruity,high acidity
La Stoppa Macchiona 2011,51.2,N/A,N/A,N/A,N/A
La Stoppa Malvasia Frizzante 2016,22.9,N/A,N/A,N/A,N/A
La Stoppa Macchiona 2002,83.75,N/A,N/A,N/A,N/A
Figuiere Var Le St Andre IGP Rose 2016,17.4,N/A,N/A,N/A,N/A
Le Saint Andre IGP Blanc 2016,17.75,N/A,N/A,N/A,N/A
Figuiere Magali Rose 2016,23.5,N/A,N/A,N/A,N/A
Domaine De La Ferrandière Viognier Reserva 2016,11.3,full body,N/A,N/A,high acidity
Château des Charmes Blanc de Blancs 2014,26.75,N/A,N/A,N/A,N/A
Domaine du Petit Métris Quarts de Chaume Grand Cru 2014,62.0,N/A,N/A,tropical fruit,high acidity
Kochan & Platz Riesling Spätlese 2016,22.25,N/A,N/A,stone fruit,high acidity
Pères De L'Eglise Côtes Du Rhône 2015,29.4,N/A,N/A,fruity,high acidity
Pères De L'Eglise Le Calice De St. Pierre Châteauneuf Du Pape Blanc 2016,52.75,N/A,N/A,stone fruit,high acidity
Bottega Gold Prosecco,59.95,N/A,N/A,stone fruit,high acidity
Livio Felluga Friulano DOC 2016,36.4,N/A,N/A,stone fruit,high acidity
Küehling-Gillot Qvinterra Riesling 2016,24.9,N/A,N/A,stone fruit,N/A
Rustenberg Peter Barlow 2015,50.0,N/A,high tannins,berry,high acidity
Manoir de la Tete Rouge Bagatelle 2016,27.85,N/A,N/A,N/A,N/A
Profondo Di San Michele Riserva DOC 2006,28.15,N/A,N/A,berry,N/A
Cooper's Hawk Talon White 2013,13.25,N/A,N/A,N/A,N/A
AF Gros Bourgogne Pinot Noir 2015,61.65,N/A,N/A,N/A,N/A
Francois Parent Hautes Cotes De Nuits 2015,61.65,N/A,N/A,berry,N/A
Blue Gypsy Cranberry Wine,16.0,N/A,low tannins,N/A,high acidity
Henschke Cyril Henschke Cabernet Sauvignon/Cabernet Franc/Merlot 2012,215.0,N/A,N/A,citrus,high acidity
Calamus Cabernet/Merlot 2014,12.75,N/A,N/A,fruity,N/A
Jolivet Sancerre Blanc Sauvage 2015,68.7,full body,N/A,fruity,N/A
Felluga Collio Bianco Molamatta 2014,33.05,N/A,N/A,citrus,high acidity
Contucci Ponno Rubiolo 2016,15.15,N/A,N/A,fruity,N/A
Keint-He Voyageur Riesling 2015,16.75,N/A,N/A,citrus,high acidity
Klein Constantia Metis 2016,33.8,N/A,N/A,citrus,N/A
Vérité La Muse 2005,2950.0,N/A,N/A,berry,N/A
Quinta Nova Pomares Branco Douro 2016,18.6,N/A,N/A,N/A,high acidity
Quinta Nova Grainha White Reserva 2016,30.7,N/A,N/A,N/A,N/A
Quinta Nova Vintage Port 2000,92.8,N/A,medium tannins,fruity,N/A
Woodwork Pinot Noir,9.95,N/A,low tannins,berry,N/A
Enigma Chardonnay,10.95,N/A,N/A,stone fruit,N/A
Champagne Fleury Blanc De Noirs,39.95,light body,N/A,fruity,low acidity
Champagne Fleury Notes Blanches 2011,107.3,N/A,N/A,fruity,high acidity
Champagne Fleury Sonate 2011,147.15,light body,N/A,N/A,low acidity
Chateau Franc-Pourret 2015,47.8,light body,low tannins,fruity,N/A
Domaine Du Haut-Patarabet 2015,47.8,N/A,N/A,N/A,N/A
Quintessence De Peybonhomme 2014,37.45,N/A,low tannins,fruity,N/A
Les Vacances De Monsieur Merlot 2015,21.55,N/A,N/A,fruity,low acidity
Valpantena Ripasso Valpolicella 2014,17.95,N/A,N/A,citrus,N/A
Villa Maria Lightly Sparkling Sauvignon Blanc,10.95,N/A,N/A,citrus,low acidity
Beringer Sparkling White Zinfandel,9.95,N/A,N/A,berry,high acidity
Lokoya Mount Veeder Cabernet Sauvignon 2014,659.0,full body,N/A,berry,N/A
Egon Müller-Scharzhof Scharzhofberger Riesling Kabinett 2017,129.0,N/A,N/A,N/A,high acidity
Marques del Real Tesoro Don Gonzalo VOS Oloroso Sherry,63.0,N/A,N/A,N/A,N/A
Shingleback Davey Estate Reserve Shiraz 2015,22.95,full body,medium tannins,berry,N/A
Château Malartic-Lagravière Blanc 2014,120.0,full body,N/A,citrus,high acidity
Tawse Limestone Ridge-North Estate Bottled Riesling 2016,25.95,N/A,N/A,citrus,high acidity
>Lakeview Cellars Shiraz Icewine VQA,29.75,N/A,N/A,N/A,N/A
Quinta da Rede Reserva 2013,17.95,N/A,N/A,N/A,low acidity
Hinterland Borealis Method Charmat Rosé 2014,24.0,N/A,N/A,N/A,N/A
Rose Delle Venezie IGT 11 Minutes Pasqua 2016,20.15,N/A,N/A,N/A,N/A
Atalon Pauline's Cuvée 2012,35.75,N/A,N/A,fruity,N/A
Two Hands Fields of Joy Shiraz 2015,22.75,light body,high tannins,berry,N/A
Dona Isidora Malbec 2012,9.0,light body,N/A,berry,low acidity
Martha's 30 year Old Tawny Port,96.0,full body,medium tannins,N/A,N/A
Dona Isidora Riesling 2009,9.0,N/A,N/A,tropical fruit,high acidity
Martha's Porto 10 Year Old,33.0,full body,N/A,N/A,high acidity
Petit Caus Blanc 2016,17.15,N/A,N/A,N/A,high acidity
Terraprima Red 2013,20.8,N/A,N/A,N/A,high acidity
Cazottes Champetre Blanc 2016,20.3,N/A,N/A,N/A,N/A
Cazottes Marcotte Rouge 2016,18.5,N/A,N/A,N/A,N/A
Cazottes Champetre Rouge 2016,22.15,N/A,N/A,N/A,N/A
Jean-Maurice Raffault Chinon Clos D'Isore 2015,26.05,N/A,medium tannins,berry,high acidity
Vinha Da Foz Branco 2015,16.15,N/A,N/A,citrus,high acidity
>Lakeview Cellars Merlot P.G. Enns Farms,22.25,N/A,N/A,N/A,N/A
Cantine due Palme Ettamiano Primitivo 2016,19.95,N/A,N/A,berry,N/A
Rolland Galarreta Tempranillo/Merlot 2012,19.25,N/A,low tannins,N/A,N/A
Mallee Rock Shiraz Cabernet Sauvignon,9.95,N/A,low tannins,berry,high acidity
Orsogna Pettirosce 2016,21.55,N/A,N/A,N/A,N/A
Vineland Estates Gewürztraminer 2015,17.95,N/A,low tannins,fruity,high acidity
Orsogna Ruminat 2016,21.55,N/A,N/A,N/A,N/A
Enclos Des Anges Rouge AOP Corse Calvi 2015,40.85,full body,N/A,fruity,N/A
Enclos Des Anges Rosé AOP Corse Calvi 2016,35.15,full body,N/A,fruity,N/A
Luce 2014,1180.0,N/A,N/A,fruity,N/A
Rubrica Red 2014,27.2,full body,medium tannins,N/A,N/A
Rapariga Da Quinta White 2016,12.0,N/A,N/A,tropical fruit,high acidity
Tenuta Montelio Rosso Oltrepo' Pavese DOC 2015,21.05,N/A,N/A,citrus,low acidity
Atelier Riesling Lagorthi 2016,13.95,light body,N/A,tropical fruit,low acidity
Mercouri Kallisto 2016,16.1,N/A,N/A,stone fruit,high acidity
Albariño De Fefiñanes III Año 2014,59.55,N/A,N/A,citrus,N/A
Champagne Gosset 15 Ans De Cave Minima Brut,128.55,full body,N/A,N/A,N/A
Château Faizeau 2012,32.95,full body,N/A,citrus,N/A
Kydonitsa Barrique White 2015,44.1,light body,low tannins,citrus,low acidity
Roditis Barrique White 2015,44.1,full body,N/A,tropical fruit,N/A
Balbás Crianza 2013,21.95,N/A,N/A,berry,N/A
Vetiver Viura 2014,16.95,N/A,high tannins,fruity,N/A
Maison Viticole Ligas Assyrtiko 2016,27.2,N/A,N/A,citrus,high acidity
Terra Pella Amphora White 2015,58.95,N/A,low tannins,stone fruit,high acidity
Yalumba Paradox Shiraz 2015,55.0,N/A,N/A,N/A,N/A
Paternoster Don Anselmo Aglianico del Vulture 2013,69.0,N/A,N/A,N/A,N/A
Rockburn Pinot Noir 2015,40.0,N/A,N/A,N/A,N/A
Quercecchio Brunello di Montalcino 2013,35.95,N/A,N/A,berry,N/A
Domaine Jeeper Brut Grand Rosé,85.85,N/A,N/A,berry,high acidity
Señorío de Sotillo Crianza 2011,17.75,N/A,N/A,berry,high acidity
Maison Denuziere St Joseph 2015,31.35,full body,N/A,fruity,N/A
Maison Denuziere Condrieu 2015,87.55,N/A,low tannins,stone fruit,N/A
Maison Denuziere Cote Rotie 2014,87.5,full body,N/A,berry,N/A
Valdelacierva Crianza 2013,18.95,N/A,N/A,berry,high acidity
Arkos Vinho Verde Rose 2016,12.85,N/A,N/A,N/A,high acidity
Domaine de La Baume Elisabeth Viognier 2016,16.95,N/A,N/A,stone fruit,N/A
Roditis White 2016,30.9,full body,N/A,N/A,N/A
Roditis White 2016,201.9,full body,N/A,N/A,high acidity
Fabre Montmayou Grand Vin 2014,54.0,full body,medium tannins,berry,high acidity
Aphros Loureiro White Vinho Verde 2009,20.2,N/A,N/A,fruity,N/A
Aphros Silenus Vinhao Vinho Verde 2015,37.8,N/A,N/A,fruity,high acidity
Dalla Valle Maya 2012,768.0,N/A,N/A,N/A,N/A
Phaunus Pet Nat Loureiro Brut 2016,34.6,N/A,N/A,citrus,low acidity
Obejita Verde 2016,15.55,N/A,N/A,N/A,N/A
Ladron De Lunas Crianza 2013,18.45,N/A,N/A,tropical fruit,low acidity
Stone Castle Chardonnay 2016,12.35,N/A,N/A,N/A,N/A
Koenig Riesling KPM,14.75,N/A,N/A,N/A,N/A
Louis Roederer Premier Brut Champagne,149.95,full body,N/A,citrus,N/A
Nadal Cava Brut,19.25,N/A,N/A,citrus,N/A
Nadal 1510 Late Harvest,24.15,N/A,N/A,N/A,low acidity
Revelry Viognier 2013,11.25,N/A,N/A,citrus,N/A
Château Lamartine Cuvée Particulière Cahors 2014,23.25,full body,N/A,fruity,N/A
Santa Carolina VSC 2013,40.0,full body,N/A,fruity,N/A
Sugarbush Riesling VQA,18.6,N/A,N/A,stone fruit,high acidity
Sugarbush Gewürztraminer VQA,18.6,N/A,N/A,stone fruit,high acidity
Cava Brut Nature FE Ferriol,16.35,N/A,N/A,N/A,N/A
Zaha Toko Vineyard Malbec 2014,26.25,full body,N/A,N/A,N/A
Columbia Crest H3 Chardonnay 2014,19.95,N/A,low tannins,fruity,N/A
Jean Claude Mas Syrah Reserve Pays d'Oc,7.25,N/A,N/A,berry,N/A
Nardelo Meridies Soave DOC Classico 2016,20.5,N/A,N/A,fruity,N/A
Keint-He Queenston Road Pinot Noir 2013,30.0,light body,N/A,N/A,N/A
Waterkloof Seriously Cool Chenin Blanc 2017,17.95,N/A,N/A,citrus,N/A
Louis Roederer Cristal Champagne 2004,11500.0,N/A,N/A,N/A,N/A
EastDell Estates Black Label Viognier 2014,13.25,N/A,N/A,N/A,N/A
Contraband Sparkling Chardonnay,14.75,N/A,N/A,stone fruit,high acidity
Yarra Yering Dry Red Nº 1 2011,87.0,medium body,N/A,N/A,N/A
Creekside Cabernet Franc 2014,25.0,light body,N/A,fruity,N/A
Ridge Monte Bello Cabernet Sauvignon 2014,217.0,N/A,N/A,N/A,high acidity
Gadais Vieilles Vignes Muscadet Sèvre et Maine 2015,17.95,full body,N/A,fruity,N/A
Betz La Côte Rousse Syrah 2015,83.0,light body,N/A,N/A,N/A
Xanadu DJL Cabernet Sauvignon 2014,24.95,medium body,medium tannins,fruity,N/A
Louis Jadot Vosne-Romanée Les Suchots 1er Cru 2014,185.0,N/A,N/A,citrus,N/A
Louis Jadot Chambertin Clos de Bèze Grand Cru 2015,570.0,medium body,low tannins,N/A,N/A
São Miguel Escolha dos Enologos 2015,21.95,full body,N/A,fruity,N/A
Titular Red 2013,14.75,N/A,N/A,berry,low acidity
Giovello Rose Venezia IGT,10.95,N/A,N/A,citrus,low acidity
Koncho Semi-Sweet Red 2015,13.75,N/A,N/A,berry,N/A
Domaine de L'Alba l'Ermite 2013,12.75,N/A,low tannins,berry,N/A
Figgins Estate Red 2012,174.0,light body,low tannins,berry,low acidity
Roger & Didier Raimbault Sancerre Rouge 2015,23.75,N/A,low tannins,fruity,low acidity
Domaine de la Vieille Julienne Les Hauts Lieux Châteauneuf-du-Pape 2013,104.0,light body,N/A,fruity,N/A
Hall Cabernet Sauvignon 2014,218.55,full body,N/A,N/A,N/A
Tarquino Sauvignon Blanc,7.95,medium body,N/A,citrus,high acidity
Evans & Tate Breathing Space Sauvignon Blanc,9.95,medium body,N/A,citrus,low acidity
Forbidden Fruit Pearsuasion 2013,16.75,full body,N/A,fruity,low acidity
Domaine des Tourelles White 2015,17.25,N/A,N/A,stone fruit,N/A
Villa Maria Southern Clays Single Vineyard Sauvignon Blanc 2016,29.95,N/A,N/A,tropical fruit,high acidity
